

🇨🇳卫视频道,#genre#
北京卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/beijing/1000/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/beijing/350/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/bjws/bjws711/1000/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/wd_r3/btv/btv6/3000/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/wd_r3/btv/btv6/350/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/wd_r3/btv/btv6/2000/index.m3u8?&encrypt=
北京卫视,http://hlsbkmgsplive.miguvideo.com/wd_r3/btv/btv6/1000/index.m3u8?&encrypt=

浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/720p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://49.235.110.121:9090/daili/小果.php?id=zjwsH265_4000&Cf.m3u8
浙江卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/zhejianghd/2500/index.m3u8?&encrypt=
浙江卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/zhejianghd/1200/index.m3u8?&encrypt=
浙江卫视,https://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/zhejiang/1000/index.m3u8?&encrypt=
浙江卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/zhejianghd/350/index.m3u8?&encrypt=
浙江卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/zhejiang/350/index.m3u8?&encrypt=
浙江卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/zhejianghd/600/index.m3u8?&encrypt=
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8

湖南卫视,http://hlsbkmgsplive.miguvideo.com/wd-hunanhd-2500/index.m3u8?&encrypt=
湖南卫视,http://hlsbkmgsplive.miguvideo.com/wd-hunanhd-1200/index.m3u8?&encrypt=
湖南卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/hunanhd265/57/20191230/index.m3u8?&encrypt=
湖南卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/hunan/350/index.m3u8?&encrypt=
湖南卫视,http://hlsbkmgsplive.miguvideo.com/wd-hunanhd-600/index.m3u8?&encrypt=
湖南卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/hunan/1000/index.m3u8?&encrypt=
湖南卫视,http://hlsbkmgsplive.miguvideo.com/wd-hunanhd-350/index.m3u8?&encrypt=
湖南卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/jinyingjishi/600/index.m3u8?&encrypt=
湖南卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/jinyingjishi/350/index.m3u8?&encrypt=
湖南卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/jinyingjishi/1200/index.m3u8?&encrypt=
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
湖南卫视,http://49.235.110.121:9090/daili/小果.php?id=hnwsH265_4000&Cf.m3u8


吉林卫视,http://stream1.jlntv.cn/jlws/sd/live.m3u8
吉林卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
吉林卫视,http://sxz.zccatv.cn:9901/tsfile/live/0116_1.m3u8
吉林卫视,http://183.66.196.98:9901/tsfile/live/0116_1.m3u8
吉林卫视,http://49.235.110.121:9090/daili/小果.php?id=jlwsH265_4000&Cf.m3u8
吉林卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/index.m3u8?&encrypt=
吉林卫视,http://61.169.37.218:9901/tsfile/live/0135_1.m3u8?key=txiptv
吉林卫视,http://stream1.jlntv.cn/jlws/playlist.m3u8
吉林卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/350/index.m3u8?&encrypt=
吉林卫视,http://gxdl-lhs.8866.org:85/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://58.220.219.14:9901/tsfile/live/0116_1.m3u8?key=txiptv
吉林卫视,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel20/index.m3u8
吉林卫视,http://218.13.170.98:9901/tsfile/live/0116_1.m3u8

四川卫视,http://sxz.zccatv.cn:9901/tsfile/live/0123_1.m3u8
四川卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/sichuanTV/1000/index.m3u8?&encrypt=
四川卫视,http://61.169.37.218:9901/tsfile/live/0131_1.m3u8?key=txiptv
四川卫视,http://183.66.196.98:9901/tsfile/live/0123_1.m3u8
四川卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/sichuanTV/350/index.m3u8?&encrypt=
四川卫视,http://49.235.110.121:9090/daili/小果.php?id=scwsH265_4000&Cf.m3u8
四川卫视,http://gxdl-lhs.8866.org:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://218.17.196.234:9901/tsfile/live/0123_1.m3u8
四川卫视,http://58.220.219.14:9901/tsfile/live/0123_1.m3u8?key=txiptv
四川卫视,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel31/index.m3u8
四川卫视,http://218.13.170.98:9901/tsfile/live/1011_1.m3u8

天津卫视,http://49.235.110.121:9090/daili/小果.php?id=tjwsH265_4000&Cf.m3u8
天津卫视,http://sxz.zccatv.cn:9901/tsfile/live/0135_1.m3u8
天津卫视,http://hlsbkmgsplive.miguvideo.com/wd-tianjinwssd-350/index.m3u8?&encrypt=
天津卫视,http://183.66.196.98:9901/tsfile/live/0135_1.m3u8
天津卫视,http://hlsbkmgsplive.miguvideo.com/wd-tianjinhd-1200/index.m3u8?&encrypt=
天津卫视,http://hlsbkmgsplive.miguvideo.com/wd-tianjinwssd-600/index.m3u8?&encrypt=
天津卫视,http://hlsbkmgsplive.miguvideo.com/wd-tianjinhd-350/index.m3u8?&encrypt=
天津卫视,http://hlsbkmgsplive.miguvideo.com/wd-tianjinhd-600/index.m3u8?&encrypt=
天津卫视,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel28/index.m3u8
天津卫视,http://61.169.37.218:9901/tsfile/live/0138_1.m3u8?key=txiptv
天津卫视,http://218.13.170.98:9901/tsfile/live/1008_1.m3u8

宁夏卫视,http://222.175.159.226:808/hls/202367/index.m3u8
宁夏卫视,http://61.169.37.218:9901/tsfile/live/0125_1.m3u8?key=txiptv
宁夏卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/index.m3u8?&encrypt=
宁夏卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/350/index.m3u8?&encrypt=
宁夏卫视,http://58.220.219.14:9901/tsfile/live/0112_1.m3u8?key=txiptv
宁夏卫视,http://222.71.90.218:8888/newlive/live/hls/42/live.m3u8
宁夏卫视,http://183.66.196.98:9901/tsfile/live/0112_1.m3u8
宁夏卫视,http://sxz.zccatv.cn:9901/tsfile/live/0112_1.m3u8
宁夏卫视,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel69/index.m3u8
宁夏卫视,http://218.13.170.98:9901/tsfile/live/0112_1.m3u8

安徽卫视,http://sxz.zccatv.cn:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://183.66.196.98:9901/tsfile/live/0139_1.m3u8
安徽卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/anhuiwshd/2000/index.m3u8?&encrypt=
安徽卫视,http://49.235.110.121:9090/daili/小果.php?id=ahwsH265_4000&Cf.m3u8
安徽卫视,http://hlsbkmgsplive.miguvideo.com/wd-anhuiwssd-350/index.m3u8?&encrypt=
安徽卫视,http://61.169.37.218:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://hlsbkmgsplive.miguvideo.com/wd-anhuiwssd-600/index.m3u8?&encrypt=
安徽卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/anhuiwshd/1000/index.m3u8?&encrypt=
安徽卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/anhuiwshd/350/index.m3u8?&encrypt=
安徽卫视,http://218.13.170.98:9901/tsfile/live/1013_1.m3u8
安徽卫视,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel23/index.m3u8

山东卫视,http://sxz.zccatv.cn:9901/tsfile/live/0131_1.m3u8
山东卫视,http://49.235.110.121:9090/daili/小果.php?id=sdwsH265_4000&Cf.m3u8
山东卫视,http://hlsbkmgsplive.miguvideo.com/wd-shandongwssd-350/index.m3u8?&encrypt=
山东卫视,http://hlsbkmgsplive.miguvideo.com/wd-shandonghd-1200/index.m3u8?&encrypt=
山东卫视,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
山东卫视,http://gxdl-lhs.8866.org:85/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://hlsbkmgsplive.miguvideo.com/wd-shandongwssd-600/index.m3u8?&encrypt=
山东卫视,http://hlsbkmgsplive.miguvideo.com/wd-shandonghd-600/index.m3u8?&encrypt=
山东卫视,http://hlsbkmgsplive.miguvideo.com/wd-shandonghd-350/index.m3u8?&encrypt=
山东卫视,https://live.sjsrm.com/bjsjs/sd/live.m3u8
山东卫视,http://61.169.37.218:9901/tsfile/live/0128_1.m3u8?key=txiptv
山东卫视,http://183.66.196.98:9901/tsfile/live/0131_1.m3u8
山东卫视,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel29/index.m3u8

山西卫视,http://sxz.zccatv.cn:9901/tsfile/live/0118_1.m3u8
山西卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/shanxi/1000/index.m3u8?&encrypt=
山西卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/shanxi/350/index.m3u8?&encrypt=
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
山西卫视,http://58.220.219.14:9901/tsfile/live/0118_1.m3u8?key=txiptv
山西卫视,http://183.66.196.98:9901/tsfile/live/0118_1.m3u8
山西卫视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
山西卫视,http://218.17.196.234:9901/tsfile/live/0118_1.m3u8
山西卫视,http://live.cooltv.top/tv/tide.php?id=sxiws2
山西卫视,http://61.169.37.218:9901/tsfile/live/0123_1.m3u8?key=txiptv
山西卫视,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel54/index.m3u8
山西卫视,http://49.235.110.121:9090/daili/小果.php?id=sxws42_4000&Cf.m3u8

广东卫视,http://sxz.zccatv.cn:9901/tsfile/live/0125_1.m3u8
广东卫视,http://183.66.196.98:9901/tsfile/live/0125_1.m3u8
广东卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/gdws/gdws2000/2000/index.m3u8?&encrypt=
广东卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/gdws/gdws711/1000/index.m3u8?&encrypt=
广东卫视,http://hlsbkmgsplive.miguvideo.com/wd_r1/2018/nfmedia/jjkt/1000/index.m3u8?&encrypt=
广东卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/guangdong/350/index.m3u8?&encrypt=
广东卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/gdws/gdws450/350/index.m3u8?&encrypt=
广东卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/guangdong/1000/index.m3u8?&encrypt=
广东卫视,http://hlsbkmgsplive.miguvideo.com/wd_r1/2018/nfmedia/jjkt/350/index.m3u8?&encrypt=
广东卫视,http://cfss.cc/api/ysp/gdws.m3u8
广东卫视,http://61.169.37.218:9901/tsfile/live/1006_1.m3u8?key=txiptv
广东卫视,http://49.235.110.121:9090/daili/小果.php?id=gdwsH265_4000&Cf.m3u8
广东卫视,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel16/index.m3u8
广东卫视,http://218.13.170.98:9901/tsfile/live/0017_1.m3u8

广西卫视,http://sxz.zccatv.cn:9901/tsfile/live/0113_1.m3u8
广西卫视,http://hlsbkmgsplive.miguvideo.com/wd-guangxiwssd-600/index.m3u8?&encrypt=
广西卫视,http://hlsbkmgsplive.miguvideo.com/wd-guangxiwssd-350/index.m3u8?&encrypt=
广西卫视,http://49.235.110.121:9090/daili/小果.php?id=gxws_4000&Cf.m3u8
广西卫视,http://183.66.196.98:9901/tsfile/live/0113_1.m3u8
广西卫视,http://61.169.37.218:9901/tsfile/live/0143_1.m3u8?key=txiptv
广西卫视,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8
广西卫视,http://58.220.219.14:9901/tsfile/live/0113_1.m3u8?key=txiptv
广西卫视,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel59/index.m3u8

厦门卫视,http://120.196.232.41:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226695/1.m3u8

新疆卫视,http://sxz.zccatv.cn:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://183.66.196.98:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://hlsbkmgsplive.miguvideo.com/wd-xinjiangwssd-600/index.m3u8?&encrypt=
新疆卫视,http://gxdl-lhs.8866.org:85/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://hlsbkmgsplive.miguvideo.com/wd-xinjiangwssd-350/index.m3u8?&encrypt=
新疆卫视,http://222.175.159.226:808/hls/202368/index.m3u8
新疆卫视,http://113.117.74.28:8081/hls/104/index.m3u8
新疆卫视,http://222.71.90.218:8888/newlive/live/hls/47/live.m3u8
新疆卫视,http://api2.52tb.xyz/info?id=51&token=20230326xflvzc
新疆卫视,http://58.220.219.14:9901/tsfile/live/0120_6.m3u8?key=txiptv
新疆卫视,http://113.117.74.28:8081/hls/82/index.m3u8
新疆卫视,http://180.97.247.27/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel64/index.m3u8
新疆卫视,http://218.13.170.98:9901/tsfile/live/0110_1.m3u8

江苏卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/jiangsuhd/2500/index.m3u8?&encrypt=
江苏卫视,http://49.235.110.121:9090/daili/小果.php?id=jswsH265_4000&Cf.m3u8
江苏卫视,http://sxz.zccatv.cn:9901/tsfile/live/1004_1.m3u8
江苏卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/jiangsuhd/600/index.m3u8?&encrypt=
江苏卫视,http://61.169.37.218:9901/tsfile/live/1003_1.m3u8?key=txiptv
江苏卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/jiangsuTV/1000/index.m3u8?&encrypt=
江苏卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/jiangsuhd/350/index.m3u8?&encrypt=
江苏卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/jiangsuhd/1200/index.m3u8?&encrypt=
江苏卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/ymkt/350/index.m3u8?&encrypt=
江苏卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/jiangsuTV/350/index.m3u8?&encrypt=
江苏卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/ymkt/600/index.m3u8?&encrypt=
江苏卫视,http://183.66.196.98:9901/tsfile/live/0127_1.m3u8
江苏卫视,http://cfss.cc/api/ysp/jsws.m3u8
江苏卫视,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel18/index.m3u8

河北卫视,http://sxz.zccatv.cn:9901/tsfile/live/0117_1.m3u8
河北卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/hebei/350/index.m3u8?&encrypt=
河北卫视,http://183.66.196.98:9901/tsfile/live/0121_1.m3u8
河北卫视,http://61.169.37.218:9901/tsfile/live/0139_1.m3u8?key=txiptv
河北卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/hebei/1000/index.m3u8?&encrypt=
河北卫视,http://58.220.219.14:9901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://218.17.196.234:9901/tsfile/live/0117_1.m3u8
河北卫视,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel79/index.m3u8
河北卫视,http://218.13.170.98:9901/tsfile/live/1016_1.m3u8

河南卫视,http://hlsbkmgsplive.miguvideo.com/wd-henanwssd-600/index.m3u8?&encrypt=
河南卫视,http://sxz.zccatv.cn:9901/tsfile/live/1003_1.m3u8
河南卫视,http://hlsbkmgsplive.miguvideo.com/wd-henanwssd-350/index.m3u8?&encrypt=
河南卫视,http://49.235.110.121:9090/daili/小果.php?id=hnws35_4000&Cf.m3u8
河南卫视,http://gxdl-lhs.8866.org:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://58.220.219.14:9901/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://183.66.196.98:9901/tsfile/live/0139_2.m3u8
河南卫视,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel78/index.m3u8


深圳卫视,http://sxz.zccatv.cn:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://58.220.219.14:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://183.66.196.98:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://61.169.37.218:9901/tsfile/live/0124_1.m3u8?key=txiptv
深圳卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/shenzhen/350/index.m3u8?&encrypt=
深圳卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/szws/szws711/1000/index.m3u8?&encrypt=
深圳卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/2018/szws/szws450/350/index.m3u8?&encrypt=
深圳卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/shenzhen/1000/index.m3u8?&encrypt=
深圳卫视,http://222.240.82.92:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://49.235.110.121:9090/daili/小果.php?id=szwsH265_4000&Cf.m3u8
深圳卫视,http://115.149.139.141:10001/tsfile/live/1032_1.m3u8
深圳卫视,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel17/index.m3u8
深圳卫视,http://218.13.170.98:9901/tsfile/live/1005_1.m3u8

湖北卫视,http://sxz.zccatv.cn:9901/tsfile/live/0132_1.m3u8
